date,store_id,product_id,sales,is_holiday,year,month,day,day_of_week,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30
2022-03-08,1,7,76,0,2022,3,8,3,82,106,80.42857142857143,85.83333333333333
2022-03-09,1,7,79,0,2022,3,9,4,68,84,79.57142857142857,84.83333333333333
2022-03-10,1,7,63,0,2022,3,10,5,77,80,81.14285714285714,84.66666666666667
2022-03-11,1,7,79,0,2022,3,11,6,73,87,79.14285714285714,84.1
2022-03-12,1,7,119,0,2022,3,12,7,92,74,80.0,83.83333333333333
2022-03-13,1,7,112,0,2022,3,13,1,92,77,83.85714285714286,85.33333333333333
2022-03-14,1,7,78,0,2022,3,14,2,79,85,86.71428571428571,86.5
2022-03-15,1,7,89,0,2022,3,15,3,76,109,86.57142857142857,86.26666666666667
2022-03-16,1,7,78,0,2022,3,16,4,79,81,88.42857142857143,85.6
2022-03-17,1,7,80,0,2022,3,17,5,63,79,88.28571428571429,85.5
2022-03-18,1,7,87,0,2022,3,18,6,79,70,90.71428571428571,85.53333333333333
2022-03-19,1,7,96,0,2022,3,19,7,119,71,91.85714285714286,86.1
2022-03-20,1,7,116,0,2022,3,20,1,112,80,88.57142857142857,86.93333333333334
2022-03-21,1,7,83,0,2022,3,21,2,78,113,89.14285714285714,88.13333333333334
2022-03-22,1,7,70,0,2022,3,22,3,89,99,89.85714285714286,87.13333333333334
2022-03-23,1,7,74,0,2022,3,23,4,78,84,87.14285714285714,86.16666666666667
2022-03-24,1,7,70,0,2022,3,24,5,80,74,86.57142857142857,85.83333333333333
2022-03-25,1,7,64,0,2022,3,25,6,87,90,85.14285714285714,85.7
2022-03-26,1,7,99,0,2022,3,26,7,96,76,81.85714285714286,84.83333333333333
2022-03-27,1,7,97,0,2022,3,27,1,116,91,82.28571428571429,85.6
2022-03-28,1,7,76,0,2022,3,28,2,83,108,79.57142857142857,85.8
2022-03-29,1,7,93,0,2022,3,29,3,70,108,78.57142857142857,84.73333333333333
2022-03-30,1,7,91,0,2022,3,30,4,74,86,81.85714285714286,84.23333333333333
2022-03-31,1,7,78,0,2022,3,31,5,70,82,84.28571428571429,84.4
2022-04-01,1,7,58,0,2022,4,1,6,64,68,85.42857142857143,84.26666666666667
2022-04-02,1,7,94,0,2022,4,2,7,99,77,84.57142857142857,83.93333333333334
2022-04-03,1,7,93,0,2022,4,3,1,97,73,83.85714285714286,84.5
2022-04-04,1,7,77,0,2022,4,4,2,76,92,83.28571428571429,85.16666666666667
2022-04-05,1,7,84,0,2022,4,5,3,93,92,83.42857142857143,84.66666666666667
2022-04-06,1,7,73,0,2022,4,6,4,91,79,82.14285714285714,84.4
2022-04-07,1,7,78,0,2022,4,7,5,78,76,79.57142857142857,84.2
2022-04-08,1,7,92,0,2022,4,8,6,58,79,79.57142857142857,84.26666666666667
2022-04-09,1,7,103,0,2022,4,9,7,94,63,84.42857142857143,84.7
2022-04-10,1,7,94,0,2022,4,10,1,93,79,85.71428571428571,86.03333333333333
2022-04-11,1,7,80,0,2022,4,11,2,77,119,85.85714285714286,86.53333333333333
2022-04-12,1,7,76,0,2022,4,12,3,84,112,86.28571428571429,85.23333333333333
2022-04-13,1,7,69,0,2022,4,13,4,73,78,85.14285714285714,84.03333333333333
2022-04-14,1,7,77,0,2022,4,14,5,78,89,84.57142857142857,83.73333333333333
2022-04-15,1,7,64,0,2022,4,15,6,92,78,84.42857142857143,83.33333333333333
2022-04-16,1,7,106,0,2022,4,16,7,103,80,80.42857142857143,82.86666666666666
2022-04-17,1,7,104,0,2022,4,17,1,94,87,80.85714285714286,83.73333333333333
2022-04-18,1,7,89,0,2022,4,18,2,80,96,82.28571428571429,84.3
2022-04-19,1,7,83,0,2022,4,19,3,76,116,83.57142857142857,84.06666666666666
2022-04-20,1,7,74,0,2022,4,20,4,69,83,84.57142857142857,82.96666666666667
2022-04-21,1,7,73,0,2022,4,21,5,77,70,85.28571428571429,82.66666666666667
2022-04-22,1,7,89,0,2022,4,22,6,64,74,84.71428571428571,82.76666666666667
2022-04-23,1,7,96,0,2022,4,23,7,106,70,88.28571428571429,83.26666666666667
2022-04-24,1,7,112,0,2022,4,24,1,104,64,86.85714285714286,84.13333333333334
2022-04-25,1,7,72,0,2022,4,25,2,89,99,88.0,85.73333333333333
2022-04-26,1,7,84,0,2022,4,26,3,83,97,85.57142857142857,84.83333333333333
2022-04-27,1,7,95,0,2022,4,27,4,74,76,85.71428571428571,84.4
2022-04-28,1,7,85,0,2022,4,28,5,73,93,88.71428571428571,85.03333333333333
2022-04-29,1,7,82,0,2022,4,29,6,89,91,90.42857142857143,84.76666666666667
2022-04-30,1,7,105,0,2022,4,30,7,96,78,89.42857142857143,84.46666666666667
2022-05-01,1,7,114,0,2022,5,1,1,112,58,90.71428571428571,85.36666666666666
2022-05-02,1,7,61,0,2022,5,2,2,72,94,91.0,87.23333333333333
2022-05-03,1,7,81,0,2022,5,3,3,84,93,89.42857142857143,86.13333333333334
2022-05-04,1,7,91,0,2022,5,4,4,95,77,89.0,85.73333333333333
2022-05-05,1,7,71,0,2022,5,5,5,85,84,88.42857142857143,86.2
2022-05-06,1,7,77,0,2022,5,6,6,82,73,86.42857142857143,85.76666666666667
2022-05-07,1,7,107,0,2022,5,7,7,105,78,85.71428571428571,85.9
2022-05-08,1,7,99,0,2022,5,8,1,114,92,86.0,86.86666666666666
2022-05-09,1,7,96,0,2022,5,9,2,61,103,83.85714285714286,87.1
2022-05-10,1,7,70,0,2022,5,10,3,81,94,88.85714285714286,86.86666666666666
2022-05-11,1,7,74,0,2022,5,11,4,91,80,87.28571428571429,86.06666666666666
2022-05-12,1,7,79,0,2022,5,12,5,71,76,84.85714285714286,85.86666666666666
2022-05-13,1,7,81,0,2022,5,13,6,77,69,86.0,85.96666666666667
2022-05-14,1,7,104,0,2022,5,14,7,107,77,86.57142857142857,86.36666666666666
2022-05-15,1,7,94,0,2022,5,15,1,99,64,86.14285714285714,87.26666666666667
2022-05-16,1,7,80,0,2022,5,16,2,96,106,85.42857142857143,88.26666666666667
2022-05-17,1,7,77,0,2022,5,17,3,70,104,83.14285714285714,87.4
2022-05-18,1,7,91,0,2022,5,18,4,74,89,84.14285714285714,86.5
2022-05-19,1,7,73,0,2022,5,19,5,79,83,86.57142857142857,86.56666666666666
2022-05-20,1,7,79,0,2022,5,20,6,81,74,85.71428571428571,86.23333333333333
2022-05-21,1,7,105,0,2022,5,21,7,104,73,85.42857142857143,86.4
2022-05-22,1,7,83,0,2022,5,22,1,94,89,85.57142857142857,87.46666666666667
2022-05-23,1,7,73,0,2022,5,23,2,80,96,84.0,87.26666666666667
2022-05-24,1,7,64,0,2022,5,24,3,77,112,83.0,86.5
2022-05-25,1,7,74,0,2022,5,25,4,91,72,81.14285714285714,84.9
2022-05-26,1,7,66,0,2022,5,26,5,73,84,78.71428571428571,84.96666666666667
2022-05-27,1,7,72,0,2022,5,27,6,79,95,77.71428571428571,84.36666666666666
2022-05-28,1,7,97,0,2022,5,28,7,105,85,76.71428571428571,83.6
2022-05-29,1,7,94,0,2022,5,29,1,83,82,75.57142857142857,84.0
2022-05-30,1,7,93,0,2022,5,30,2,73,105,77.14285714285714,84.4
2022-05-31,1,7,78,0,2022,5,31,3,64,114,80.0,84.0
2022-06-01,1,7,96,0,2022,6,1,4,74,61,82.0,82.8
2022-06-02,1,7,113,0,2022,6,2,5,66,81,85.14285714285714,83.96666666666667
2022-06-03,1,7,105,0,2022,6,3,6,72,91,91.85714285714286,85.03333333333333
2022-06-04,1,7,131,0,2022,6,4,7,97,71,96.57142857142857,85.5
2022-06-05,1,7,137,0,2022,6,5,1,94,77,101.42857142857143,87.5
2022-06-06,1,7,95,0,2022,6,6,2,93,107,107.57142857142857,89.5
2022-06-07,1,7,101,0,2022,6,7,3,78,99,107.85714285714286,89.1
2022-06-08,1,7,109,0,2022,6,8,4,96,96,111.14285714285714,89.16666666666667
2022-06-09,1,7,91,0,2022,6,9,5,113,70,113.0,89.6
2022-06-10,1,7,85,0,2022,6,10,6,105,74,109.85714285714286,90.3
2022-06-11,1,7,124,0,2022,6,11,7,131,79,107.0,90.66666666666667
2022-06-12,1,7,118,0,2022,6,12,1,137,81,106.0,92.16666666666667
2022-06-13,1,7,83,0,2022,6,13,2,95,104,103.28571428571429,93.4
2022-06-14,1,7,97,0,2022,6,14,3,101,94,101.57142857142857,92.7
2022-06-15,1,7,86,0,2022,6,15,4,109,80,101.0,92.8
2022-06-16,1,7,99,0,2022,6,16,5,91,77,97.71428571428571,93.0
2022-06-17,1,7,89,0,2022,6,17,6,85,91,98.85714285714286,93.73333333333333
2022-06-18,1,7,118,0,2022,6,18,7,124,73,99.42857142857143,93.66666666666667
2022-06-19,1,7,135,0,2022,6,19,1,118,79,98.57142857142857,95.16666666666667
2022-06-20,1,7,79,0,2022,6,20,2,83,105,101.0,97.03333333333333
2022-06-21,1,7,98,0,2022,6,21,3,97,83,100.42857142857143,96.16666666666667
2022-06-22,1,7,106,0,2022,6,22,4,86,73,100.57142857142857,96.66666666666667
2022-06-23,1,7,97,0,2022,6,23,5,99,64,103.42857142857143,97.76666666666667
2022-06-24,1,7,91,0,2022,6,24,6,89,74,103.14285714285714,98.86666666666666
2022-06-25,1,7,134,0,2022,6,25,7,118,66,103.42857142857143,99.43333333333334
2022-06-26,1,7,100,0,2022,6,26,1,135,72,105.71428571428571,101.7
2022-06-27,1,7,92,0,2022,6,27,2,79,97,100.71428571428571,102.63333333333334
2022-06-28,1,7,79,0,2022,6,28,3,98,94,102.57142857142857,102.46666666666667
2022-06-29,1,7,104,0,2022,6,29,4,106,93,99.85714285714286,101.96666666666667
2022-06-30,1,7,92,0,2022,6,30,5,97,78,99.57142857142857,102.33333333333333
2022-07-01,1,7,92,0,2022,7,1,6,91,96,98.85714285714286,102.8
2022-07-02,1,7,120,0,2022,7,2,7,134,113,99.0,102.66666666666667
2022-07-03,1,7,138,0,2022,7,3,1,100,105,97.0,102.9
2022-07-04,1,7,212,1,2022,7,4,2,92,131,102.42857142857143,104.0
2022-07-05,1,7,94,0,2022,7,5,3,79,137,119.57142857142857,106.7
2022-07-06,1,7,95,0,2022,7,6,4,104,95,121.71428571428571,105.26666666666667
2022-07-07,1,7,103,0,2022,7,7,5,92,101,120.42857142857143,105.26666666666667
2022-07-08,1,7,82,0,2022,7,8,6,92,109,122.0,105.33333333333333
2022-07-09,1,7,0,0,2022,7,9,7,120,91,120.57142857142857,104.43333333333334
2022-07-10,1,7,141,0,2022,7,10,1,138,85,103.42857142857143,101.4
2022-07-11,1,7,96,0,2022,7,11,2,212,124,103.85714285714286,103.26666666666667
2022-07-12,1,7,96,0,2022,7,12,3,94,118,87.28571428571429,102.33333333333333
2022-07-13,1,7,91,0,2022,7,13,4,95,83,87.57142857142857,101.6
2022-07-14,1,7,92,0,2022,7,14,5,103,97,87.0,101.86666666666666
2022-07-15,1,7,97,0,2022,7,15,6,82,86,85.42857142857143,101.7
2022-07-16,1,7,121,0,2022,7,16,7,0,99,87.57142857142857,102.06666666666666
2022-07-17,1,7,130,0,2022,7,17,1,141,89,104.85714285714286,102.8
2022-07-18,1,7,95,0,2022,7,18,2,96,118,103.28571428571429,104.16666666666667
2022-07-19,1,7,108,0,2022,7,19,3,96,135,103.14285714285714,103.4
2022-07-20,1,7,86,0,2022,7,20,4,91,79,104.85714285714286,102.5
2022-07-21,1,7,106,0,2022,7,21,5,92,98,104.14285714285714,102.73333333333333
2022-07-22,1,7,95,0,2022,7,22,6,97,106,106.14285714285714,103.0
2022-07-23,1,7,129,0,2022,7,23,7,121,97,105.85714285714286,102.63333333333334
2022-07-24,1,7,119,0,2022,7,24,1,130,91,107.0,103.7
2022-07-25,1,7,97,0,2022,7,25,2,95,134,105.42857142857143,104.63333333333334
2022-07-26,1,7,87,0,2022,7,26,3,108,100,105.71428571428571,103.4
2022-07-27,1,7,97,0,2022,7,27,4,86,92,102.71428571428571,102.96666666666667
2022-07-28,1,7,91,0,2022,7,28,5,106,79,104.28571428571429,103.13333333333334
2022-07-29,1,7,83,0,2022,7,29,6,95,104,102.14285714285714,103.53333333333333
2022-07-30,1,7,133,0,2022,7,30,7,129,92,100.42857142857143,102.83333333333333
2022-07-31,1,7,126,0,2022,7,31,1,119,92,101.0,104.2
2022-08-01,1,7,96,0,2022,8,1,2,97,120,102.0,105.33333333333333
2022-08-02,1,7,114,0,2022,8,2,3,87,138,101.85714285714286,104.53333333333333
2022-08-03,1,7,88,0,2022,8,3,4,97,212,105.71428571428571,103.73333333333333
2022-08-04,1,7,84,0,2022,8,4,5,91,94,104.42857142857143,99.6
2022-08-05,1,7,117,0,2022,8,5,6,83,95,103.42857142857143,99.26666666666667
2022-08-06,1,7,135,0,2022,8,6,7,133,103,108.28571428571429,100.0
2022-08-07,1,7,114,0,2022,8,7,1,126,82,108.57142857142857,101.06666666666666
2022-08-08,1,7,92,0,2022,8,8,2,96,0,106.85714285714286,102.13333333333334
2022-08-09,1,7,110,0,2022,8,9,3,114,141,106.28571428571429,105.2
2022-08-10,1,7,106,0,2022,8,10,4,88,96,105.71428571428571,104.16666666666667
2022-08-11,1,7,100,0,2022,8,11,5,84,96,108.28571428571429,104.5
2022-08-12,1,7,87,0,2022,8,12,6,117,91,110.57142857142857,104.63333333333334
2022-08-13,1,7,135,0,2022,8,13,7,135,92,106.28571428571429,104.5
2022-08-14,1,7,126,0,2022,8,14,1,114,97,106.28571428571429,105.93333333333334
2022-08-15,1,7,92,0,2022,8,15,2,92,121,108.0,106.9
2022-08-16,1,7,84,0,2022,8,16,3,110,130,108.0,105.93333333333334
2022-08-17,1,7,102,0,2022,8,17,4,106,95,104.28571428571429,104.4
2022-08-18,1,7,70,0,2022,8,18,5,100,108,103.71428571428571,104.63333333333334
2022-08-19,1,7,94,0,2022,8,19,6,87,86,99.42857142857143,103.36666666666666
2022-08-20,1,7,106,0,2022,8,20,7,135,106,100.42857142857143,103.63333333333334
2022-08-21,1,7,118,0,2022,8,21,1,126,95,96.28571428571429,103.63333333333334
2022-08-22,1,7,80,0,2022,8,22,2,92,129,95.14285714285714,104.4
2022-08-23,1,7,105,0,2022,8,23,3,84,119,93.42857142857143,102.76666666666667
2022-08-24,1,7,83,0,2022,8,24,4,102,97,96.42857142857143,102.3
2022-08-25,1,7,91,0,2022,8,25,5,70,87,93.71428571428571,101.83333333333333
2022-08-26,1,7,101,0,2022,8,26,6,94,97,96.71428571428571,101.96666666666667
2022-08-27,1,7,129,0,2022,8,27,7,106,91,97.71428571428571,102.1
2022-08-28,1,7,114,0,2022,8,28,1,118,83,101.0,103.36666666666666
2022-08-29,1,7,96,0,2022,8,29,2,80,133,100.42857142857143,104.4
2022-08-30,1,7,92,0,2022,8,30,3,105,126,102.71428571428571,103.16666666666667
2022-08-31,1,7,96,0,2022,8,31,4,83,96,100.85714285714286,102.03333333333333
2022-09-01,1,7,88,0,2022,9,1,5,91,114,102.71428571428571,102.03333333333333
2022-09-02,1,7,80,0,2022,9,2,6,101,88,102.28571428571429,101.16666666666667
2022-09-03,1,7,93,0,2022,9,3,7,129,84,99.28571428571429,100.9
2022-09-04,1,7,103,0,2022,9,4,1,114,117,94.14285714285714,101.2
2022-09-05,1,7,69,0,2022,9,5,2,96,135,92.57142857142857,100.73333333333333
2022-09-06,1,7,81,0,2022,9,6,3,92,114,88.71428571428571,98.53333333333333
2022-09-07,1,7,82,0,2022,9,7,4,96,92,87.14285714285714,97.43333333333334
2022-09-08,1,7,78,0,2022,9,8,5,88,110,85.14285714285714,97.1
2022-09-09,1,7,88,0,2022,9,9,6,80,106,83.71428571428571,96.03333333333333
2022-09-10,1,7,110,0,2022,9,10,7,93,100,84.85714285714286,95.43333333333334
2022-09-11,1,7,108,0,2022,9,11,1,103,87,87.28571428571429,95.76666666666667
2022-09-12,1,7,77,0,2022,9,12,2,69,135,88.0,96.46666666666667
2022-09-13,1,7,74,0,2022,9,13,3,81,126,89.14285714285714,94.53333333333333
2022-09-14,1,7,76,0,2022,9,14,4,82,92,88.14285714285714,92.8
2022-09-15,1,7,84,0,2022,9,15,5,78,84,87.28571428571429,92.26666666666667
2022-09-16,1,7,79,0,2022,9,16,6,88,102,88.14285714285714,92.26666666666667
2022-09-17,1,7,105,0,2022,9,17,7,110,70,86.85714285714286,91.5
2022-09-18,1,7,106,0,2022,9,18,1,108,94,86.14285714285714,92.66666666666667
2022-09-19,1,7,85,0,2022,9,19,2,77,106,85.85714285714286,93.06666666666666
2022-09-20,1,7,91,0,2022,9,20,3,74,118,87.0,92.36666666666666
2022-09-21,1,7,77,0,2022,9,21,4,76,80,89.42857142857143,91.46666666666667
2022-09-22,1,7,78,0,2022,9,22,5,84,105,89.57142857142857,91.36666666666666
2022-09-23,1,7,86,0,2022,9,23,6,79,83,88.71428571428571,90.46666666666667
2022-09-24,1,7,110,0,2022,9,24,7,105,91,89.71428571428571,90.56666666666666
2022-09-25,1,7,108,0,2022,9,25,1,106,101,90.42857142857143,91.2
2022-09-26,1,7,82,0,2022,9,26,2,85,129,90.71428571428571,91.43333333333334
2022-09-27,1,7,87,0,2022,9,27,3,91,114,90.28571428571429,89.86666666666666
2022-09-28,1,7,75,0,2022,9,28,4,77,96,89.71428571428571,88.96666666666667
2022-09-29,1,7,84,0,2022,9,29,5,78,92,89.42857142857143,88.26666666666667
2022-09-30,1,7,74,0,2022,9,30,6,86,96,90.28571428571429,88.0
2022-10-01,1,7,107,0,2022,10,1,7,110,88,88.57142857142857,87.26666666666667
2022-10-02,1,7,103,0,2022,10,2,1,108,80,88.14285714285714,87.9
2022-10-03,1,7,74,0,2022,10,3,2,82,93,87.42857142857143,88.66666666666667
2022-10-04,1,7,81,0,2022,10,4,3,87,103,86.28571428571429,88.03333333333333
2022-10-05,1,7,81,0,2022,10,5,4,75,69,85.42857142857143,87.3
2022-10-06,1,7,87,0,2022,10,6,5,84,81,86.28571428571429,87.7
2022-10-07,1,7,68,0,2022,10,7,6,74,82,86.71428571428571,87.9
2022-10-08,1,7,104,0,2022,10,8,7,107,78,85.85714285714286,87.43333333333334
2022-10-09,1,7,117,0,2022,10,9,1,103,88,85.42857142857143,88.3
2022-10-10,1,7,80,0,2022,10,10,2,74,110,87.42857142857143,89.26666666666667
2022-10-11,1,7,88,0,2022,10,11,3,81,108,88.28571428571429,88.26666666666667
2022-10-12,1,7,76,0,2022,10,12,4,81,77,89.28571428571429,87.6
2022-10-13,1,7,90,0,2022,10,13,5,87,74,88.57142857142857,87.56666666666666
2022-10-14,1,7,65,0,2022,10,14,6,68,76,89.0,88.1
2022-10-15,1,7,100,0,2022,10,15,7,104,84,88.57142857142857,87.73333333333333
2022-10-16,1,7,113,0,2022,10,16,1,117,79,88.0,88.26666666666667
2022-10-17,1,7,91,0,2022,10,17,2,80,105,87.42857142857143,89.4
2022-10-18,1,7,85,0,2022,10,18,3,88,106,89.0,88.93333333333334
2022-10-19,1,7,87,0,2022,10,19,4,76,85,88.57142857142857,88.23333333333333
2022-10-20,1,7,79,0,2022,10,20,5,90,91,90.14285714285714,88.3
2022-10-21,1,7,75,0,2022,10,21,6,65,77,88.57142857142857,87.9
2022-10-22,1,7,90,0,2022,10,22,7,100,78,90.0,87.83333333333333
2022-10-23,1,7,113,0,2022,10,23,1,113,86,88.57142857142857,88.23333333333333
2022-10-24,1,7,78,0,2022,10,24,2,91,110,88.57142857142857,89.13333333333334
2022-10-25,1,7,77,0,2022,10,25,3,85,108,86.71428571428571,88.06666666666666
2022-10-26,1,7,83,0,2022,10,26,4,87,82,85.57142857142857,87.03333333333333
2022-10-27,1,7,81,0,2022,10,27,5,79,87,85.0,87.06666666666666
2022-10-28,1,7,84,0,2022,10,28,6,75,75,85.28571428571429,86.86666666666666
2022-10-29,1,7,89,0,2022,10,29,7,90,84,86.57142857142857,87.16666666666667
2022-10-30,1,7,90,0,2022,10,30,1,113,74,86.42857142857143,87.33333333333333
2022-10-31,1,7,75,0,2022,10,31,2,78,107,83.14285714285714,87.86666666666666
2022-11-01,1,7,72,0,2022,11,1,3,77,103,82.71428571428571,86.8
2022-11-02,1,7,92,0,2022,11,2,4,83,74,82.0,85.76666666666667
2022-11-03,1,7,71,0,2022,11,3,5,81,81,83.28571428571429,86.36666666666666
2022-11-04,1,7,83,0,2022,11,4,6,84,81,81.85714285714286,86.03333333333333
2022-11-05,1,7,109,0,2022,11,5,7,89,87,81.71428571428571,86.1
2022-11-06,1,7,92,0,2022,11,6,1,90,68,84.57142857142857,86.83333333333333
2022-11-07,1,7,85,0,2022,11,7,2,75,104,84.85714285714286,87.63333333333334
2022-11-08,1,7,80,0,2022,11,8,3,72,117,86.28571428571429,87.0
2022-11-09,1,7,81,0,2022,11,9,4,92,80,87.42857142857143,85.76666666666667
2022-11-10,1,7,89,0,2022,11,10,5,71,88,85.85714285714286,85.8
2022-11-11,1,7,70,0,2022,11,11,6,83,76,88.42857142857143,85.83333333333333
2022-11-12,1,7,112,0,2022,11,12,7,109,90,86.57142857142857,85.63333333333334
2022-11-13,1,7,128,0,2022,11,13,1,92,65,87.0,86.36666666666666
2022-11-14,1,7,75,0,2022,11,14,2,85,100,92.14285714285714,88.46666666666667
2022-11-15,1,7,76,0,2022,11,15,3,80,113,90.71428571428571,87.63333333333334
2022-11-16,1,7,65,0,2022,11,16,4,81,91,90.14285714285714,86.4
2022-11-17,1,7,82,0,2022,11,17,5,89,85,87.85714285714286,85.53333333333333
2022-11-18,1,7,79,0,2022,11,18,6,70,87,86.85714285714286,85.43333333333334
2022-11-19,1,7,118,0,2022,11,19,7,112,79,88.14285714285714,85.16666666666667
2022-11-20,1,7,97,0,2022,11,20,1,128,75,89.0,86.46666666666667
2022-11-21,1,7,101,0,2022,11,21,2,75,90,84.57142857142857,87.2
2022-11-22,1,7,83,0,2022,11,22,3,76,113,88.28571428571429,87.56666666666666
2022-11-23,1,7,80,0,2022,11,23,4,65,78,89.28571428571429,86.56666666666666
2022-11-24,1,7,77,0,2022,11,24,5,82,77,91.42857142857143,86.63333333333334
2022-11-25,1,7,168,1,2022,11,25,6,79,83,90.71428571428571,86.63333333333334
2022-11-26,1,7,111,0,2022,11,26,7,118,81,103.42857142857143,89.46666666666667
2022-11-27,1,7,109,0,2022,11,27,1,97,84,102.42857142857143,90.46666666666667
2022-11-28,1,7,69,0,2022,11,28,2,101,89,104.14285714285714,91.3
2022-11-29,1,7,86,0,2022,11,29,3,83,90,99.57142857142857,90.63333333333334
2022-11-30,1,7,77,0,2022,11,30,4,80,75,100.0,90.5
2022-12-01,1,7,125,0,2022,12,1,5,77,72,99.57142857142857,90.56666666666666
2022-12-02,1,7,111,0,2022,12,2,6,168,92,106.42857142857143,92.33333333333333
2022-12-03,1,7,171,0,2022,12,3,7,111,71,98.28571428571429,92.96666666666667
2022-12-04,1,7,162,0,2022,12,4,1,109,83,106.85714285714286,96.3
2022-12-05,1,7,119,0,2022,12,5,2,69,109,114.42857142857143,98.93333333333334
2022-12-06,1,7,137,0,2022,12,6,3,86,92,121.57142857142857,99.26666666666667
2022-12-07,1,7,128,0,2022,12,7,4,77,85,128.85714285714286,100.76666666666667
2022-12-08,1,7,113,0,2022,12,8,5,125,80,136.14285714285714,102.2
2022-12-09,1,7,121,0,2022,12,9,6,111,81,134.42857142857142,103.3
2022-12-10,1,7,169,0,2022,12,10,7,171,89,135.85714285714286,104.63333333333334
2022-12-11,1,7,169,0,2022,12,11,1,162,70,135.57142857142858,107.3
2022-12-12,1,7,115,0,2022,12,12,2,119,112,136.57142857142858,110.6
2022-12-13,1,7,113,0,2022,12,13,3,137,128,136.0,110.7
2022-12-14,1,7,125,0,2022,12,14,4,128,75,132.57142857142858,110.2
2022-12-15,1,7,140,0,2022,12,15,5,113,76,132.14285714285714,111.86666666666666
2022-12-16,1,7,111,0,2022,12,16,6,121,65,136.0,114.0
2022-12-17,1,7,157,0,2022,12,17,7,169,82,134.57142857142858,115.53333333333333
2022-12-18,1,7,153,0,2022,12,18,1,169,79,132.85714285714286,118.03333333333333
2022-12-19,1,7,116,0,2022,12,19,2,115,118,130.57142857142858,120.5
2022-12-20,1,7,129,0,2022,12,20,3,113,97,130.71428571428572,120.43333333333334
2022-12-21,1,7,124,0,2022,12,21,4,125,101,133.0,121.5
2022-12-22,1,7,127,0,2022,12,22,5,140,83,132.85714285714286,122.26666666666667
2022-12-23,1,7,120,0,2022,12,23,6,111,80,131.0,123.73333333333333
2022-12-24,1,7,314,1,2022,12,24,7,157,77,132.28571428571428,125.06666666666666
2022-12-25,1,7,164,0,2022,12,25,1,153,168,154.71428571428572,132.96666666666667
2022-12-26,1,7,145,0,2022,12,26,2,116,111,156.28571428571428,132.83333333333334
2022-12-27,1,7,108,0,2022,12,27,3,129,109,160.42857142857142,133.96666666666667
2022-12-28,1,7,113,0,2022,12,28,4,124,69,157.42857142857142,133.93333333333334
2022-12-29,1,7,111,0,2022,12,29,5,127,86,155.85714285714286,135.4
2022-12-30,1,7,133,0,2022,12,30,6,120,77,153.57142857142858,136.23333333333332
2022-12-31,1,7,133,0,2022,12,31,7,314,125,155.42857142857142,138.1
2023-01-01,1,7,102,0,2023,1,1,1,164,111,129.57142857142858,138.36666666666667
2023-01-02,1,7,77,0,2023,1,2,2,145,171,120.71428571428571,138.06666666666666
2023-01-03,1,7,78,0,2023,1,3,3,108,162,111.0,134.93333333333334
2023-01-04,1,7,90,0,2023,1,4,4,113,119,106.71428571428571,132.13333333333333
2023-01-05,1,7,70,0,2023,1,5,5,111,137,103.42857142857143,131.16666666666666
2023-01-06,1,7,79,0,2023,1,6,6,133,128,97.57142857142857,128.93333333333334
2023-01-07,1,7,114,0,2023,1,7,7,133,113,89.85714285714286,127.3
2023-01-08,1,7,109,0,2023,1,8,1,102,121,87.14285714285714,127.33333333333333
2023-01-09,1,7,80,0,2023,1,9,2,77,169,88.14285714285714,126.93333333333334
2023-01-10,1,7,73,0,2023,1,10,3,78,169,88.57142857142857,123.96666666666667
2023-01-11,1,7,92,0,2023,1,11,4,90,115,87.85714285714286,120.76666666666667
2023-01-12,1,7,65,0,2023,1,12,5,70,113,88.14285714285714,120.0
2023-01-13,1,7,77,0,2023,1,13,6,79,125,87.42857142857143,118.4
2023-01-14,1,7,103,0,2023,1,14,7,114,140,87.14285714285714,116.8
2023-01-15,1,7,98,0,2023,1,15,1,109,111,85.57142857142857,115.56666666666666
2023-01-16,1,7,77,0,2023,1,16,2,80,157,84.0,115.13333333333334
2023-01-17,1,7,87,0,2023,1,17,3,73,153,83.57142857142857,112.46666666666667
2023-01-18,1,7,68,0,2023,1,18,4,92,116,85.57142857142857,110.26666666666667
2023-01-19,1,7,77,0,2023,1,19,5,65,129,82.14285714285714,108.66666666666667
2023-01-20,1,7,68,0,2023,1,20,6,77,124,83.85714285714286,106.93333333333334
2023-01-21,1,7,94,0,2023,1,21,7,103,127,82.57142857142857,105.06666666666666
2023-01-22,1,7,120,0,2023,1,22,1,98,120,81.28571428571429,103.96666666666667
2023-01-23,1,7,80,0,2023,1,23,2,77,314,84.42857142857143,103.96666666666667
2023-01-24,1,7,83,0,2023,1,24,3,87,164,84.85714285714286,96.16666666666667
2023-01-25,1,7,69,0,2023,1,25,4,68,145,84.28571428571429,93.46666666666667
2023-01-26,1,7,77,0,2023,1,26,5,77,108,84.42857142857143,90.93333333333334
2023-01-27,1,7,88,0,2023,1,27,6,68,113,84.42857142857143,89.9
2023-01-28,1,7,105,0,2023,1,28,7,94,111,87.28571428571429,89.06666666666666
2023-01-29,1,7,92,0,2023,1,29,1,120,133,88.85714285714286,88.86666666666666
2023-01-30,1,7,93,0,2023,1,30,2,80,133,84.85714285714286,87.5
2023-01-31,1,7,84,0,2023,1,31,3,83,102,86.71428571428571,86.16666666666667
